4.988658428192138672e-01,0.000000000000000000e+00
7.210584878921508789e-01,0.000000000000000000e+00
9.432458877563476562e-01,0.000000000000000000e+00
1.165434718132019043e+00,0.000000000000000000e+00
1.387627959251403809e+00,0.000000000000000000e+00
1.609825134277343750e+00,0.000000000000000000e+00
1.832026004791259766e+00,-9.986874373627410536e-33
2.054231405258178711e+00,-3.924609259316353699e-30
2.276442766189575195e+00,-1.823262982486982562e-29
2.498659849166870117e+00,-4.605816623945556777e-29
2.720881938934326172e+00,-8.780750358111325866e-29
2.943108320236206055e+00,-1.432169775265579785e-28
3.165338039398193359e+00,-2.098387581998633936e-28
3.387570858001708984e+00,-2.839974370063473602e-28
3.609806537628173828e+00,-3.643599454238157957e-28
3.832045316696166992e+00,-4.515025457657536660e-28
4.054286956787109375e+00,-5.466225405303379060e-28
4.276531696319580078e+00,-6.491533692761784005e-28
4.498779296875000000e+00,-7.571887946925692731e-28
4.721029758453369141e+00,-8.702216231286561453e-28
4.943284034729003906e+00,-9.887949668287562176e-28
5.165541172027587891e+00,-1.113509427046026650e-27
5.387802124023437500e+00,-1.244901182676984848e-27
5.610065937042236328e+00,-1.383323641866425869e-27
5.832333087921142578e+00,-1.528646708046606357e-27
6.054603576660156250e+00,-1.680398720974145877e-27
6.276876926422119141e+00,-1.837985627557698186e-27
6.499153614044189453e+00,-2.001385761085388928e-27
6.721433162689208984e+00,-2.171000292764633963e-27
6.943715572357177734e+00,-2.346769711360151727e-27
7.166001319885253906e+00,-2.528273393772088047e-27
7.388289451599121094e+00,-2.715038524199095857e-27
7.610580921173095703e+00,-2.906094048763215112e-27
7.832875251770019531e+00,-3.100182142617766508e-27
8.055172920227050781e+00,-3.296621219155431404e-27
8.277472496032714844e+00,-3.495193455699499601e-27
8.499774932861328125e+00,-3.695825281726095509e-27
8.722081184387207031e+00,-3.897829525431061761e-27
8.944389343261718750e+00,-4.100077591866987437e-27
9.166701316833496094e+00,-4.301951642707713112e-27
9.389015197753906250e+00,-4.503245218263200474e-27
9.611331939697265625e+00,-4.703837755318930882e-27
9.833651542663574219e+00,-4.903278586267917723e-27
1.005597400665283203e+01,-5.100863205936504147e-27
1.027829837799072266e+01,-5.296096650328982632e-27
1.050062656402587891e+01,-5.488686948465784075e-27
1.072295665740966797e+01,-5.678424944354948022e-27
1.094528961181640625e+01,-5.865284445349230807e-27
1.116762447357177734e+01,-6.049358666457940770e-27
1.138996219635009766e+01,-6.230617177987956595e-27
1.161230278015136719e+01,-6.408911683333560464e-27
1.183464622497558594e+01,-6.584035722804714065e-27
1.205699157714843750e+01,-6.755589858530951486e-27
1.227933979034423828e+01,-6.923054859799265928e-27
1.250168991088867188e+01,-7.086060177688357286e-27
1.272404289245605469e+01,-7.244384715440609906e-27
1.294639873504638672e+01,-7.397882102380250359e-27
1.316875648498535156e+01,-7.546158678426645892e-27
1.339111709594726562e+01,-7.688655923895924208e-27
1.361347961425781250e+01,-7.825096504876093545e-27
1.383584403991699219e+01,-7.955443443512221668e-27
1.405821132659912109e+01,-8.079756058446595703e-27
1.428058147430419922e+01,-8.197676126709559625e-27
1.450295257568359375e+01,-8.308552683979910548e-27
1.472532749176025391e+01,-8.412130737133011602e-27
1.494770336151123047e+01,-8.508498878946304599e-27
1.517008209228515625e+01,-8.597876665433449686e-27
1.539246273040771484e+01,-8.680034525745075903e-27
1.561484622955322266e+01,-8.754423184661044010e-27
1.583723163604736328e+01,-8.820907056713269147e-27
1.605961990356445312e+01,-8.879717253495077781e-27
1.628200912475585938e+01,-8.931218160951947977e-27
1.650440025329589844e+01,-8.975216415717463258e-27
1.672679519653320312e+01,-9.011114979508863579e-27
1.694919013977050781e+01,-9.038831422524529168e-27
1.717158889770507812e+01,-9.058733982569826863e-27
1.739398956298828125e+01,-9.071363460773140601e-27
1.761639022827148438e+01,-9.076843116650911164e-27
1.783879470825195312e+01,-9.074982668324633094e-27
1.806120109558105469e+01,-9.065975479160722870e-27
1.828360939025878906e+01,-9.050337698384276270e-27
